Cluster,Distance,Y_name,SGDID,GENE,Chromsome,Start,End,Introns,Exons,Description,
2,0.43,YLL002w,S0003925,KIM2,XII,146290,147600,0,1-1311,,
2,0.29,YLL022c,S0003945,HIF1,XII,100200,99043,0,1-1158,,
2,0.64,YLR030w,S0004020,,XII,203291,204082,0,1-792,,
2,0.44,YLR032w,S0004022,RAD5,XII,204992,208501,0,10-Jan,putative ATPase\/DNA helicase,
2,0.71,YLR065c,S0004055,,XII,266919,266374,0,1-546,,
2,0.22,YLR103c,S0004093,CDC45,XII,345942,343990,0,Jan-53,omosomal DNA replication initiation protein,
2,0.41,YLR121c,S0004111,YPS3,XII,390271,388745,0,1-1527,GPI-anchored aspartic protease,
2,0.48,YLR126c,S0004116,,XII,395521,394766,0,1-756,,
2,0.43,YLR151c,S0004141,,XII,442738,441716,0,1-1023,,
2,0.22,YLR183C,S0004173,,XII,522014,520545,0,1-1470,,
2,0.58,YLR212C,S0004202,TUB4,XII,566281,564860,0,1-1422,"gamma tubulin-like protein, interacts with Spc98p and Spc97p, the Tub4p-Spc98p-Spc97p complex may be part of the microtubule attachment site at the spindle pole body",
2,0.39,YLR233C,S0004223,EST1,XII,609524,607425,0,Jan-00,Telomere elongation protein (ever shorter telomeres),
2,0.35,YLR234W,S0004224,top3,XII,609783,611753,0,Jan-71,DNA Topoisomerase III,
2,0.34,YLR236C,S0004226,,XII,612117,611794,0,1-324,,
2,0.27,YLR313C,S0004305,SPH1,XII,762341,760749,0,1-1593,"homologous to Spa2p, localizes to sites of polarized growth",
2,0.55,YLR326W,S0004318,,XII,782173,782895,0,1-723,,
2,0.35,YLR376C,S0004368,,XII,873552,872824,0,1-729,,
2,0.44,YLR381W,S0004373,,XII,879722,881923,0,2-Jan,,
2,0.77,YLR382C,S0004374,nam2,XII,884750,882066,0,Jan-85,mitochondrial leucyl tRNA synthetase,
2,0.34,YLR383W,S0004375,RHC18,XII,885287,888631,0,Jan-45,,
2,0.28,YLR386W,S0004378,,XII,893627,896269,0,Jan-43,,
2,0.62,YLR457C,S0004449,NBP1,XII,1056766,1055807,0,1-960,,
2,0.38,YML021C,S0004483,ung1,XIII,230813,229734,0,1-1080,uracil DNA glycosylase,
2,0.42,YML027W,S0004489,YOX1,XIII,221406,222563,0,1-1158,Homeobox-domain containing protein,
2,0.59,YML038C,S0004502,,XIII,204103,202775,0,1-1329,,
2,0.33,YML060W,S0004525,OGG1,XIII,151871,153001,0,1-1131,43-kDa 8-oxo-guanine DNA glycosylase,
2,0.48,YML061C,S0004526,pif1,XIII,151532,148953,0,Jan-80,5' to 3' DNA helicase,
2,0.39,YML102C-A,S0004569,,XIII,69726,69409,0,1-318,,
2,0.29,YML102W,S0004570,CAC2,XIII,68294,69700,0,1-1407,p60 subunit of the yeast omatin Assembly Factor-I (CAF-I),
2,0.43,YML109W,S0004577,ZDS2,XIII,51640,54468,0,29-Jan,multicopy suppressor of a sin4 defect,
2,0.44,YMR048W,S0004651,,XIII,366980,367933,0,1-954,,
2,0.3,YMR076C,S0004681,PDS5,XIII,420028,416195,0,Jan-34,Precocious Dissociation of Sister chromatids,
2,0.29,YMR078C,S0004683,CTF18,XIII,424727,422502,0,26-Jan,chromosome transmission,
2,0.75,YMR177W,S0004789,MMT1,XIII,616565,618097,0,1-1533,,
2,0.42,YMR179W,S0004791,spt21,XIII,619857,622133,0,Jan-77,non-specific DNA binding protein,
2,0.61,YMR199W,S0004812,CLN1,XIII,662643,664283,0,1-1641,G(sub)1 cyclin,
2,0.67,YMR305C,S0004921,,XIII,880232,879063,0,1-1170,,
2,0.21,YNL102W,S0005046,pol1,XIV,430086,434492,0,7-Jan,"DNA polymerase I alpha subunit, p180",
2,0.32,YNL233W,S0005177,BNI4,XIV,211921,214599,0,Jan-79,Is required to link Chs3p and Chs4p to the septins,
2,0.36,YNL273W,S0005217,TOF1,XIV,122881,126597,0,17-Jan,topoisomerase I interacting factor 1,
2,0.33,YNL289W,S0005233,PCL1,XIV,87895,88734,0,1-840,G(sub)1 cyclin that associates with PHO85,
2,0.46,YNL300W,S0005244,,XIV,65743,66051,0,1-309,,
2,0.3,YNL303W,S0005247,,XIV,61509,61856,0,1-348,,
2,0.72,YNL304W,S0005248,,XIV,60482,61549,0,1-1068,,
2,0.37,YNL309W,S0005253,STB1,XIV,52544,53923,0,1-1380,Binds Sin3p in two-hybrid assay and is present in a large protein complex with Sin3p and Stb2p,
2,0.55,YNL310C,S0005254,,XIV,52523,51906,0,1-618,,
2,0.25,YNL312W,S0005256,RFA2,XIV,48286,49215,1,"1-7, 116-930",subunit 2 of replication factor RF-A\; 29\% identical to the human p34 subunit of RF-A,
2,0.27,YOL007C,S0005367,CSI2,XV,312367,311342,0,1-1026,Appears to be a structural component of the chitin synthase 3 complex,
2,0.34,YOL017W,S0005377,,XV,292529,294673,0,Jan-45,,
2,0.46,YOR026W,S0005552,BUB3,XV,379780,380805,0,1-1026,,
2,0.3,YOR074C,S0005600,cdc21,XV,467589,466675,1,"1-100, 236-915",Thymidylate synthase,
2,0.57,YOR084W,S0005610,,XV,480587,481750,0,1-1164,,
2,0.55,YOR132W,S0005658,vps17,XV,573173,574828,0,1-1656,Peripheral membrane protein required for vacuolar protein sorting,
2,0.44,YOR144C,S0005670,,XV,605090,602715,0,Jan-76,,
2,0.68,YOR279C,S0005805,,XV,844625,843693,0,1-933,,
2,0.38,YOR284W,S0005810,,XV,848473,849204,0,1-732,,
2,0.57,YOR321W,S0005848,PMT3,XV,916021,918282,0,Jan-62,dolichyl phosphate-D-mannose:protein O-D-mannosyltransferase,
2,0.66,YOR327C,S0005854,SNC2,XV,931072,930725,0,1-348,vesicle-associated membrane protein (synaptobrevin) homolog,
2,0.48,YOR373W,S0005900,NUD1,XV,1036826,1039381,0,Jan-56,nuclesome assembly protein I,
2,0.61,YPL007C,S0005928,,XVI,543843,542077,0,1-1767,,
2,0.6,YPL008W,S0005929,CHL1,XVI,539380,541965,0,Jan-86,kinetochore protein in the DEAH box family,
2,0.63,YPL101W,S0006022,,XVI,360204,361574,0,1-1371,,
2,0.54,YPL124W,S0006045,NIP29,XVI,316754,317515,0,1-762,Nuclear import protein,
2,0.6,YPL129W,S0006050,,XVI,305297,306136,1,"1-9, 115-840",,
2,0.22,YPL153C,S0006074,rad53,XVI,264191,261726,0,Jan-66,"protein kinase, Mec1p and Tel1p regulate rad53p phosphorylation",
2,0.34,YPL162C,S0006083,,XVI,244026,243205,0,1-822,,
2,0.34,YPL163C,S0006084,SVS1,XVI,242699,241917,0,1-783,Serine and threonine rich protein.,
2,0.31,YPL208W,S0006129,,XVI,157841,159592,0,1-1752,,
2,0.47,YPL209C,S0006130,ipl1,XVI,157592,156489,0,1-1104,Protein kinase,
2,0.46,YPL241C,S0006162,cin2,XVI,96258,95372,1,"1-25, 106-887",involvement in microtubule function,
2,0.83,YPL255W,S0006176,BBP1,XVI,67725,68882,0,1-1158,,
2,0.4,YPL256C,S0006177,CLN2,XVI,66614,64977,0,1-1638,G(sub)1 cyclin,
2,0.29,YPL267W,S0006188,,XVI,38169,38798,0,1-630,,
2,0.51,YPR018W,S0006222,RLF2,XVI,594471,596291,0,1-1821,p90 subunit of yeast omatin Assembly Factor-I (CAF-I),
2,0.4,YPR120C,S0006324,CLB5,XVI,775179,773872,0,1-1308,B-type cyclin,
2,0.49,YPR135W,S0006339,ctf4,XVI,799229,802012,0,Jan-84,DNA polymerase alpha binding protein,
2,0.41,YPR174C,S0006378,,XVI,888703,888038,0,1-666,,
2,0.51,YPR175W,S0006379,DPB2,XVI,888960,891038,0,Jan-79,"DNA polymerase epsilon, subunit B",
2,0.71,YPR185W,S0006389,APG13,XVI,907213,909429,0,17-Jan,Autophagy,
3,0.82,YAL025C,S0000023,mak16,I,101152,100232,0,1-921,putative nuclear protein,
3,0.6,YBL004w,S0000100,,II,227595,235076,0,Jan-82,,
3,0.75,YBL014c,S0000110,RRN6,II,201707,199023,0,Jan-85,"member of yeast Pol I core factor (CF) also composed of Rrn11p, Rrn7p and TATA-binding protein",
3,0.67,YBL081w,S0000177,,II,71856,72962,0,1-1107,,
3,0.77,YBL084c,S0000180,cdc27,II,69435,67159,0,Jan-77,Protein required for cell cycle,
3,0.64,YBR020w,S0000224,gal1,II,278977,280563,0,1-1587,galactokinase,
3,0.6,YBR055c,S0000259,prp6,II,347257,344558,0,Jan-00,RNA splicing factor,
3,0.74,YBR061c,S0000265,,II,365675,364743,0,1-933,,
3,0.7,YBR079c,S0000283,RPG1,II,398231,395337,0,Jan-95,Exhibits significant sequence similarity with a subunit of the mammalian translation initiation factor 3,
3,0.63,YCL053c,S0000558,,III,33897,33448,0,1-450,,
3,0.58,YCL054w,S0000559,,III,31433,33607,0,Jan-75,,
3,0.88,YCR008w,S0000601,SAT4,III,128073,129884,0,1-1812,Protein with similarity to Npr1p protein kinase,
3,0.58,YDL063c,S0002221,,IV,340133,338271,0,1-1863,,
3,0.65,YDL189w,S0002348,,IV,121979,123590,1,"1-100, 246-1612",,
3,0.66,YDR038C,S0002445,ENA5,IV,530736,527461,0,Jan-76,,
3,0.74,YDR039C,S0002446,ENA2,IV,534621,531346,0,Jan-76,plasma membrane protein\; putative Na+ pump\; P-type ATPase,
3,0.78,YDR060w,S0002467,,IV,570688,573765,0,Jan-78,,
3,0.63,YDR143c,S0002550,san1,IV,743912,742080,0,1-1833,,
3,0.62,YDR156w,S0002563,RPA14,IV,769563,769976,0,1-414,RNA polymerase I subunit A14,
3,0.79,YDR449C,S0002857,,IV,1358936,1357614,0,1-1323,,
3,0.54,YEL021w,S0000747,ura3,V,116167,116970,0,1-804,orotidine-5'-phosphate decarboxylase,
3,0.75,YEL042w,S0000768,GDA1,V,73771,75327,0,1-1557,Guanosine diphosphatase of Golgi membrane,
3,0.67,YEL048c,S0000774,,V,65167,64709,0,1-459,,
3,0.68,YEL053c,S0000779,mak10,V,56102,53901,0,2-Jan,,
3,0.61,YEL055c,S0000781,POL5,V,51539,48471,0,Jan-69,,
3,0.64,YER005w,S0000807,,V,160549,162441,0,1-1893,,
3,0.73,YER034w,S0000836,,V,221845,222402,0,1-558,,
3,0.74,YER075c,S0000877,PTP3,V,311195,308409,0,Jan-87,Protein tyrosine phosphatase,
3,0.86,YER082c,S0000884,,V,325932,324268,0,1-1665,,
3,0.83,YER093c,S0000895,,V,347608,343316,0,Jan-93,,
3,0.61,YER099c,S0000901,PRS2,V,359057,358101,0,1-957,ribose-phosphate pyrophosphokinase 2,
3,0.7,YER107c,S0000909,GLE2,V,374541,373444,0,1-1098,homologous to S. pombe RAE1 gene\; 2-hybrid analysis demonstrates an interaction with Srp1p and Rip1p\; copurifies with Nup116p,
3,0.77,YER113c,S0000915,,V,390048,387928,0,21-Jan,,
3,0.89,YER166w,S0000968,,V,512740,517455,0,16-Jan,,
3,0.5,YER171w,S0000973,rad3,V,527078,529414,0,Jan-37,,
3,0.58,YER172c,S0000974,BRR2,V,536017,529526,0,Jan-92,putative ATP-dependent RNA helicase,
3,0.9,YER189w,S0000991,,V,571151,571519,0,1-369,,
3,0.75,YFL007W,S0001887,,VI,123474,128888,0,15-Jan,,
3,0.73,YGR159C,S0003391,NSR1,VII,807650,806406,0,1-1245,nuclear localization sequence binding protein,
3,0.69,YGR245C,S0003477,,VII,982063,979760,0,4-Feb,,
3,0.6,YHR062C,S0001104,RPP1,VIII,223759,222878,0,1-882,Protein subunit of nuclear ribonuclease P (RNase P),
3,0.91,YJL165C,S0003701,HAL5,X,109453,106886,0,Jan-68,,
3,0.84,YJL192C,S0003728,,X,73413,72709,0,1-705,,
3,0.55,YJR002W,S0003762,MPP10,X,438552,440333,0,1-1782,Protein component of the U3 small nucleolar ribonucleoprotein (snoRNP),
3,0.72,YJR066W,S0003827,tor1,X,559104,566516,0,13-Jan,phosphatidylinositol kinase homolog,
3,0.78,YJR077C,S0003838,MIR1,X,577878,576943,0,1-936,"Mir1p has been purified as a mitochondrial import receptor (p32) which can bind to signal sequence regions of mitochonidrial preproteins. In addition, it has been purified as PTP (PiC), a mitochondrial phosphate transport protein. Mir1p localizes between",
3,0.78,YKL006C-A,S0002101,SFT1,XI,430273,429839,1,"1-36, 178-435",,
3,0.64,YKL057C,S0001540,NUP120,XI,333614,330501,0,14-Jan,"100-kDa protein (predicted molecular weight is 120 kDa) with two leucine zipper motifs, coiled-coil region, and some homology to Nup133p",
3,0.59,YKL078W,S0001561,,XI,288490,290697,0,8-Jan,,
3,0.55,YKL143W,S0001626,LTV1,XI,176786,178177,0,1-1392,,
3,0.5,YKL205W,S0001688,LOS1,XI,50051,53353,0,3-Jan,Nuclear pore protein involved in pre-tRNA splicing,
3,0.57,YKR056W,S0001764,RNC1,XI,549088,550941,0,1-1854,,
3,0.8,YKR084C,S0001792,HBS1,XI,598529,596694,0,1-1836,Protein related to translation elongation factor EF-1alpha and to Suf12p\/Sup2p\/Gst1p\/Sup35p,
3,0.7,YKR104w,S0001812,,XI,656468,657388,0,1-921,,
3,0.71,YLL004w,S0003927,ORC3,XII,141072,142922,0,1-1851,Third subunit of the origin recognition complex,
3,0.68,YLL018c,S0003941,DPS1,XII,111574,109901,0,1-1674,"Aspartyl-tRNA synthetase, cytosolic",
3,0.68,YLR051c,S0004041,,XII,246978,246325,0,1-654,,
3,0.76,YLR052w,S0004042,,XII,247202,247954,0,1-753,,
3,0.71,YLR087c,S0004077,,XII,315732,306856,0,Jan-77,,
3,0.64,YLR088w,S0004078,GAA1,XII,316108,317952,0,1-1845,Possible component of GPI:protein transamidase,
3,0.57,YLR186W,S0004176,,XII,523634,524392,0,1-759,,
3,0.57,YLR277C,S0004267,YSH1,XII,699495,697156,0,Jan-40,subunit of Polyadenylation factor I (PF I),
3,0.63,YLR305C,S0004296,STT4,XII,743863,738161,0,3-Jan,"encodes a phosphatidylinositol-4-kinase, homologous to VPC34",
3,0.89,YLR331C,S0004323,,XII,791045,790668,0,1-378,,
3,0.64,YLR430W,S0004422,sen1,XII,993428,1000123,0,Jan-96,component of a nuclear-localized tRNA splicing complex,
3,0.74,YML010W,S0004470,spt5,XIII,247677,250868,0,Jan-92,transcription factor,
3,0.56,YML080W,S0004545,,XIII,108806,110077,0,1-1272,,
3,0.52,YML093W,S0004558,,XIII,83090,85789,0,Jan-00,,
3,0.64,YML105C,S0004573,SEC65,XIII,58687,57866,0,1-822,"signal recognition particle subunit, homologue of mammalian SRP19",
3,0.74,YML115C,S0004583,van1,XIII,41794,40187,0,1-1608,Vanadate resistance protein,
3,0.7,YMR033W,S0004636,ARP9,XIII,337787,339276,1,"1-30, 117-1490",Actin-related protein,
3,0.52,YMR080C,S0004685,NAM7,XIII,429626,426711,0,16-Jan,putative helicase,
3,0.53,YMR093W,S0004699,,XIII,454014,455555,0,1-1542,,
3,0.71,YMR129W,S0004736,POM152,XIII,527803,531816,0,14-Jan,Nuclear pore membrane glycoprotein,
3,0.49,YMR131C,S0004738,,XIII,534697,533162,0,1-1536,,
3,0.74,YMR132C,S0004739,,XIII,535569,534943,0,1-627,,
3,0.8,YMR161W,S0004771,HLJ1,XIII,577717,578391,0,1-675,Homologous to E coli dnaJ protein,
3,0.7,YMR211W,S0004824,,XIII,689082,690509,0,1-1428,,
3,0.53,YMR212C,S0004825,,XIII,693042,690694,0,Jan-49,,
3,0.51,YNL132W,S0005076,,XIV,375320,378490,0,Jan-71,,
3,0.62,YNL163C,S0005107,,XIV,330072,326740,0,Jan-33,,
3,0.67,YNL299W,S0005243,TRF5,XIV,66516,68393,0,1-1878,exhibits homology to Trf4p and Top1p,
3,0.49,YNR003C,S0005286,rpc34,XIV,635296,634343,0,1-954,34-kDa subunit of RNA polymerase III (C),
3,0.89,YNR053C,S0005336,,XIV,723110,721119,1,"1-810, 1342-1992",,
3,0.77,YOL010W,S0005370,,XV,307938,309041,0,1-1104,,
3,0.81,YOL022C,S0005382,,XV,281498,280272,0,1-1227,,
3,0.83,YOL028C,S0005388,YAP7,XV,271370,270633,0,1-738,bZIP protein,
3,0.63,YOL041C,S0005401,,XV,252644,251265,0,1-1380,,
3,0.74,YOL077C,S0005437,,XV,186722,185847,0,1-876,,
3,0.77,YOL079W,S0005439,,XV,181056,181454,0,1-399,,
3,0.58,YOL093W,S0005453,,XV,142814,143695,0,1-882,,
3,0.7,YOL105C,S0005465,WSC3,XV,115807,114137,0,1-1671,"Putative integral membrane protein containing novel cysteine motif. Similarity to SLG1 (WSC1), WSC2 and WSC4",
3,0.65,YOL130W,S0005490,ALR1,XV,74399,76978,0,Jan-80,ALuminium Resistance 1,
3,0.86,YOL141W,S0005501,,XV,56450,58537,0,Jan-88,,
3,0.69,YOL144W,S0005504,,XV,53096,54550,0,1-1455,,
3,0.61,YOR006C,S0005532,,XV,338621,337680,0,1-942,,
3,0.64,YOR056C,S0005582,,XV,431627,430248,0,1-1380,,
3,0.71,YOR061W,S0005587,cka2,XV,441535,442554,0,1-1020,alpha' subunit of casein kinase II,
3,0.57,YOR160W,S0005686,MTR10,XV,633837,636755,0,19-Jan,,
3,0.73,YOR206W,S0005732,,XV,727510,729642,0,Jan-33,,
3,0.66,YPL086C,S0006007,HPA1,XVI,386441,384768,0,1-1674,,
3,0.61,YPL126W,S0006047,,XVI,310209,312899,0,Jan-91,,
3,0.68,YPR112C,S0006316,,XVI,751916,749253,0,Jan-64,,
3,0.62,YPR137W,S0006341,,XVI,802354,804075,0,1-1722,,
4,0.62,YAL044C,S0000042,GCV3,I,58490,57957,0,1-534,H-protein subunit of the glycine cleavage system,
4,0.54,YAR071W,S0000094,pho11,I,225452,226855,0,1-1404,"Acid phosphatase, secreted",
4,0.37,YBL043w,S0000139,ECM13,II,136647,137420,0,1-774,,
4,0.46,YBR083w,S0000287,tec1,II,409123,410583,0,1-1461,transcriptional regulator of Ty1 expression,
4,0.54,YBR145w,S0000349,ADH5,II,533716,534771,0,1-1056,alcohol dehydrogenase isoenzyme V,
4,0.69,YBR147w,S0000351,,II,536529,537419,0,1-891,,
4,0.61,YBR158w,S0000362,,II,556502,558151,0,1-1650,,
4,0.6,YBR218c,S0000422,PYC2,II,662204,658662,0,Jan-43,pyruvate carboxylase,
4,0.38,YCL025c,S0000530,AGP1,III,77880,75979,0,2-Jan,Amino acid permease,
4,0.48,YCLX09w,S0000590,,III,76960,77352,0,1-393,,
4,0.54,YCLX10c,S0000591,,III,91908,91597,0,1-312,,
4,0.5,YCR011c,S0000604,adp1,III,136475,133326,0,Jan-50,ATP-dependent permease,
4,0.63,YCR029c,S0000624,,III,172976,172554,0,1-423,,
4,0.5,YCR044c,S0000640,,III,206683,205610,0,1-1074,,
4,0.63,YCR096c,S0000692,a2,III,292262,291903,0,1-360,,
4,0.56,YCR099c,S0000696,,III,300023,299556,0,1-468,,
4,0.54,YDL181W,S0002340,INH1,IV,135180,135437,0,1-258,ATPase inhibitor,
4,0.45,YDL198C,S0002357,YHM1,IV,104552,103650,0,1-903,,
4,0.41,YDR019C,S0002426,GCV1,IV,485405,484203,0,1-1203,glycine cleavage T protein (T subunit of glycine decarboxylase complex,
4,0.7,YDR029w,S0002436,,IV,501140,501454,0,1-315,,
4,0.49,YDR033w,S0002440,,IV,508186,509148,0,1-963,,
4,0.55,YDR035W,S0002442,ARO3,IV,521855,522967,0,1-1113,"DAHP synthase\; a.k.a. phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited\; phospho-2-keto-3-deoxyheptonate aldolase\; 2-dehydro-3-deoxyphosphoheptonate aldolase\; 3-deoxy-D-arabine-heptulosonate-7-phosphate synthase",
4,0.75,YDR079w,S0002486,PET100,IV,603103,603438,0,1-336,cytochrome c oxidase-specific assembly factor,
4,0.63,YDR116C,S0002523,,IV,683619,682762,0,1-858,,
4,0.61,YDR146c,S0002553,swi5,IV,750780,748651,0,30-Jan,transcriptional activator,
4,0.88,YDR168w,S0002575,cdc37,IV,790366,791886,0,1-1521,,
4,0.42,YDR194c,S0002602,MSS116,IV,847983,845989,0,Jan-95,Mitochondrial RNA helicase of the DEAD box family,
4,0.55,YDR197w,S0002605,CBS2,IV,851265,852434,0,1-1170,cytochrome b translational activator,
4,0.62,YDR281C,S0002689,,IV,1022357,1022043,0,1-315,,
4,0.43,YDR284C,S0002692,DPP1,IV,1031455,1030586,0,1-870,Diacylglycerol Pyrophosphate Phosphatase,
4,0.6,YDR296W,S0002704,,IV,1055248,1055928,0,1-681,,
4,0.6,YDR301W,S0002709,CFT1,IV,1063388,1067461,0,Jan-74,Component of pre-mRNA cleavage factor II (CFII)\; 150-kDa protein associated with polyadenylation factor 1 (PF I),
4,0.53,YDR337w,S0002745,MRPS28,IV,1146354,1147214,0,1-861,Mitochondrial ribosomal protein MRPS28 (E. coli S15),
4,0.83,YDR363W,S0002771,ESC2,IV,1199217,1200587,0,1-1371,,
4,0.64,YDR375c,S0002783,BCS1,IV,1226570,1225200,0,1-1371,"Mitochondrial protein of the CDC48\/PAS1\/SEC18 ATPase family, required for expression of functional Rieske iron-sulfur protein",
4,0.42,YDR380W,S0002788,,IV,1234252,1236159,0,8-Jan,,
4,0.71,YDR388w,S0002796,rvs167,IV,1250220,1251668,0,1-1449,involved in endocytosis,
4,0.6,YDR394w,S0002802,RPT3,IV,1261715,1263001,0,1-1287,probable 26S protease subunit and member of the CDC48\/PAS1\/SEC18 family of ATPases,
4,0.79,YDR415C,S0002823,,IV,1298195,1297071,0,1-1125,,
4,0.59,YDR423c,S0002831,cad1,IV,1319309,1318080,0,1-1230,,
4,0.77,YDR425W,S0002833,,IV,1320098,1321975,0,1-1878,,
4,0.64,YDR456W,S0002864,NHX1,IV,1367519,1369420,0,2-Jan,Na+\/H+ exchanger,
4,0.76,YDR466W,S0002874,,IV,1395155,1397851,0,Jan-97,,
4,0.62,YDR487c,S0002895,rib3,IV,1429012,1428386,0,1-627,"3,4-dihydroxy-2-butanone 4-phosphate synthase",
4,0.6,YDR505c,S0002913,PSP1,IV,1459268,1456743,0,26-Jan,,
4,0.5,YDR521W,S0002929,,IV,1483189,1483524,0,1-336,,
4,0.86,YDR527W,S0002935,,IV,1491142,1492461,0,1-1320,,
4,0.68,YDR530c,S0002938,APA2,IV,1497816,1496839,0,1-978,"5',5'''-P-1,P-4-tetraphosphate phosphorylase II",
4,0.62,YDR537C,S0002945,,IV,1511507,1510902,0,1-606,,
4,0.7,YDR538w,S0002946,PAD1,IV,1510948,1511676,0,1-729,Phenylacrylic acid decarboxylase,
4,0.62,YDR539W,S0002947,,IV,1512140,1513651,0,1-1512,,
4,0.9,YDR540C,S0002948,,IV,1517715,1517176,0,1-540,,
4,0.62,YDR544C,S0002952,,IV,1525564,1525136,0,1-429,,
4,0.59,YEL024w,S0000750,RIP1,V,107260,107907,0,1-648,Rieske iron-sulfur protein of the mitochondrial cytochrome bc1 complex,
4,0.65,YEL052w,S0000778,AFG1,V,56571,58100,0,1-1530,ATPase family gene,
4,0.78,YEL056w,S0000782,HAT2,V,47168,48373,0,1-1206,subunit of a cytoplasmic histone acetyltransferase,
4,0.46,YEL065w,S0000791,,V,27657,29543,0,1-1887,,
4,0.69,YER058w,S0000860,PET117,V,271766,272089,0,1-324,Required for assembly of active cytochrome c oxidase,
4,0.47,YER067w,S0000869,,V,292064,292549,0,1-486,,
4,0.61,YER141w,S0000943,COX15,V,453455,454915,0,1-1461,cytochrome oxidase assembly factor,
4,0.55,YER175c,S0000977,,V,540359,539460,0,1-900,,
4,0.6,YFR055W,S0001952,,VI,264192,265214,0,1-1023,,
4,0.56,YFR056C,S0001951,,VI,264313,263945,0,1-369,,
4,0.6,YGL006W,S0002974,PMC1,VII,485916,489437,0,22-Jan,putative vacuolar Ca2+ ATPase,
4,0.57,YGL089C,S0003057,mf(alpha)2,VII,345151,344789,0,1-363,alpha mating factor,
4,0.79,YGL090W,S0003058,,VII,343317,344582,0,1-1266,,
4,0.31,YGL187C,S0003155,COX4,VII,150175,149708,0,1-468,subunit IV of cytochrome c oxidase,
4,0.54,YGL188C,S0003156,,VII,149520,149347,0,1-174,,
4,0.56,YGL229C,S0003198,SAP4,VII,66958,64502,0,Jan-57,"SAP4 is related to SAP155, SAP185, and SAP190, all of which associate with the SIT4 protein phosphatase",
4,0.8,YGL232W,S0003201,,VII,62074,63001,1,"1-57, 116-928",,
4,0.54,YHR001w,S0001043,,VIII,106048,107361,0,1-1314,,
4,0.95,YHR013c,S0001055,ard1,VIII,131438,130722,0,1-717,"subunit of the major N alpha-acetyltransferase, complexes with the catalytic subunit of N-a-acetyltransferase (Nat1)",
4,0.39,YHR018c,S0001060,arg4,VIII,141393,140002,0,1-1392,argininosuccinate lyase,
4,0.44,YHR029C,S0001071,,VIII,168552,167668,0,1-885,,
4,0.49,YHR037w,S0001079,put2,VIII,181968,183695,0,1-1728,delta-1-pyrroline-5-carboxylate dehydrogenase,
4,0.7,YHR039C,S0001081,,VIII,186800,184866,0,Jan-35,,
4,0.61,YHR136C,S0001178,SPL2,VIII,375100,374654,0,1-447,17 kDa protein,
4,0.44,YHR137W,S0001179,ARO9,VIII,375709,377250,0,1-1542,aromatic amino acid aminotransferase II,
4,0.52,YHR215w,S0001258,pho12,VIII,552094,553497,0,1-1404,"Acid phosphatase, nearly identical to Pho11p",
4,0.94,YIL016W,S0001278,snl1,IX,321452,321931,0,1-480,18.3 kD integral membrane protein,
4,0.62,YIL093C,S0001355,,IX,188781,187987,0,1-795,,
4,0.67,YIL121W,S0001383,,IX,132241,133869,0,1-1629,,
4,0.66,YIL150C,S0001412,DNA43,IX,62728,61013,0,1-1716,Protein required for S-phase (DNA synthesis) initiation or completion,
4,0.67,YIR032C,S0001471,dal3,IX,415614,415027,0,1-588,ureidoglycolate hydrolase,
4,0.77,YJL001W,S0003538,PRE3,X,434851,435614,1,"1-65, 182-764",Subunit of 20S proteasome,
4,0.77,YJL063C,S0003599,MRPL8,X,316171,315455,0,1-717,Mitochondrial ribosomal protein MRPL8 (YmL8) (E. coli L17),
4,0.69,YJL088W,S0003624,arg3,X,268189,269511,0,1-1323,Ornithine carbamoyltransferase,
4,0.86,YJL107C,S0003643,,X,219713,218550,0,1-1164,,
4,0.62,YJL157C,S0003693,FAR1,X,126025,123533,0,Jan-93,Factor arrest protein,
4,0.72,YJL210W,S0003746,PEX2,X,36919,37734,0,1-816,CH3HC4 zinc-binding integral peroxisomal membrane protein,
4,0.78,YJR016C,S0003777,ilv3,X,465896,464139,0,1-1758,dihydroxyacid dehydratase,
4,0.45,YJR048W,S0003809,cyc1,X,526023,526352,0,1-330,iso-1-cytochrome c,
4,0.63,YJR098C,S0003859,,X,614844,612877,0,Jan-68,,
4,0.46,YJR109C,S0003870,CPA2,X,632630,629274,0,Jan-57,carbamyl phosphate synthetase,
4,0.57,YKL096W,S0001579,CWP1,XI,260777,261496,0,1-720,cell wall mannoprotein,
